,Peng2014.Upregulated,Peng2014.Downregulated,Slabicki.2010.RNAi,Adamson.2012.RNAi,RAD51.foci.impaired,RAD51.foci.retained,Matsukoa.2007.phosphoproteomics,Elia_2015_Acetylation.IR,Elia_2015_Ub.IR,Elia_2015_Ub_MG132.IR,Elia_phos.IR,Elia_Ub_nuclear.IR,Paulsen.2009.gamma.HA2X.increased,Paulsen.2009.gamma.HA2X.decreased,Lord.2008.PARP.inhibitor.sensitivity,Bartz.2006.cisplatin.EC50.mean.fold.change,NPP.clade.optimized.MRS,HPA.tissue.coexpression.MRS,MRE11A.CCI.Malovannaya.2011,BRCA2.CCI.Malovannaya.2011,RAD51C.CCI.Malovannaya.2011,BRCA1.CCI.Malovannaya.2011,LIG1.CCI.Malovannaya.2011,PCNA.CCI.Malovannaya.2011,FANCD2.CCI.Malovannaya.2011,FANCI.CCI.Malovannaya.2011,PALB2.CCI.Malovannaya.2011,RAD50.CCI.Malovannaya.2011
DCAF10,0,0,0,0,0,929,0,0,0,0,0,0,0,0,0,0,0.007594937,0.010963525,0,0,0,0,0,0,0,0,0,0
DCAF11,0,0,0,0,485,0,0,0,0,0,0,0,0,0,0,0,0.032258065,0.006972112,0,0,0,0,0,0,0,0,0,0
DCAF12,0,0,0,0,0,3924,0,0,0,0,0,0,0,0,0,0,0.056910569,0.029810298,0,0,0,0,0,0,0,0,0,0
DCAF12L1,0,0,0,0,3787,0,0,0,0,0,0,0,0,0,0,0,0.056910569,0.010963525,0,0,0,0,0,0,0,0,0,0
DCAF12L2,0,0,0,0,6261,0,0,0,0,0,0,0,0,0,0,0,0.056910569,0.016451234,0,0,0,0,0,0,0,0,0,0
DCAF13,0,0,0,0,0,3723,0,0,0,0,0,0,0,0,0,0,0.028268551,0.012552301,0,0,0,0,0,0,0,0,0,0
DCAF15,0,0,0,0,0,7705,0,0,0,0,0,0,0,0,0,0,0.007751938,0.016949153,0,0,0,0,0,0,0,0,0,0
DCAF16,0,0,0,0,0,991,0,0,0,0,0,0,0,0,0,0,0.009708738,0.008810573,0,0,0,0,0,0,0,0,0,0
DCAF17,0,0,0,0,3813,0,0,0,0,0,0,0,0,0,0,0,0.011070111,0.005747126,0,0,0,0,0,0,0,0,0,0
DCAF4,0,0,0,0,0,2593,0,0,0,0,0,0,0,0,0,0,0.010928962,0.004482524,0,0,0,0,0,0,0,0,0,0
DCAF4L1,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0.01986755,0.016451234,0,0,0,0,0,0,0,0,0,0
DCAF4L2,0,0,0,0,0,1696,0,0,0,0,0,0,0,0,0,0,0.01986755,0.016451234,0,0,0,0,0,0,0,0,0,0
DCAF5,0,0,0,0,0,4482,0,0,0,0,0,0,0,0,0,0,0.075,0.010963525,0,0,0,0,0,0,0,0,0,0
DCAF6,0,0,0,0,1774,0,0,0,0,0,0,0,0,0,0,0,0.051546392,0.00921659,0,0,0,0,0,0,0,0,0,0
DCAF7,0,0,0,0,0,1468,0,0,0,0,0,0,0,0,0,0,0.022222222,0.029810298,0,0,0,0,0,0,0,0,0,0
DCAF8,0,0,0,0,7066,0,0,0,0,0,0,0,0,0,0,0,0.051546392,0,0,0,0,0,0,0,0,0,0,0
DCAF8L1,0,0,0,0,0,4578,0,0,0,0,0,0,0,0,0,0,0.051546392,0.016451234,0,0,0,0,0,0,0,0,0,0
DCAF8L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051546392,0.016451234,0,0,0,0,0,0,0,0,0,0
DCAKD,0,0,0,0,7519,0,0,0,10.08685594,5.186606505,0,8.642356645,0,0,0,0,0.031390135,0.004482524,0,0,0,0,0,0,0,0,0,0
DCANP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005588905,0,0,0,0,0,0,0,0,0,0,0
DCBLD1,0,0,0,0,3818,0,0,0,0,0,0,0,0,0.027062167,0,0,0.024390244,0.004482524,0,0,0,0,0,0,0,0,0,0
DCBLD2,0,0,0,0,2016,0,0,0,0,0,0,0,1.734207788,0,0,0,0.013550136,0.016451234,0,0,0,0,0,0,0,0,0,0
DCC,0,0,0,0,0,4470,0,0,0,0,0,0,0,0.551824105,0,0,0.019607843,0.010963525,0,0,0,0,0,0,0,0,0,0
DCD,0,0,0,0,5151,0,0,8.852764247,0,0,0,0,0,0.310554248,0,0,0.005588905,0.00921659,0,0,0,0,0,0,0,0,0,0
DCDC1,0,0,0,0,4250,0,0,0,0,0,0,0,0,0.545792359,0,0,0.025,0.010963525,0,0,0,0,0,0,0,0,0,0
DCDC2,0,0,0,0,0,8458,0,0,0,0,0,0,0,0.551824105,0,0,0.076923077,0.004482524,0,0,0,0,0,0,0,0,0,0
DCDC2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025316456,0.005047319,0,0,0,0,0,0,0,0,0,0
DCDC2C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010823812,0.010963525,0,0,0,0,0,0,0,0,0,0
DCHS1,0,0,0,0,8368,0,0,0,0,0,0,0,0,0,0,0,0.009569378,0.007633588,0,0,0,0,0,0,0,0,0,0
DCHS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025316456,0.016451234,0,0,0,0,0,0,0,0,0,0
DCK,0,0,0,0,2402,0,3,0,0,0,0,0,2.638969751,0,0,0,0.017094017,0.015205725,0,0,0,0,0,0,0,0,0,0
DCLK1,0,0,0,0,0,7102,0,0,0,0,0,0,0,0,0,0,0.025641026,0.004482524,0,0,0,0,0,0,0,0,0,0
DCLK2,0,0,0,0,5066,0,0,0,0,0,0,0,0,0,0,0,0.032258065,0.004482524,0,0,0,0,0,0,0,0,0,0
DCLK3,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0.025641026,0.010963525,0,0,0,0,0,0,0,0,0,0
DCLRE1A,0,0,0,0,0,1922,0,0,9.215097588,0,0,8.791754061,0,0.304522502,0.347983685,0,0.018072289,0.004482524,0,0,0,0,0,0,0,0,0,0
DCLRE1B,0,0,0,0,3773,0,2,0,0,0,0,8.482990471,0,0.27436377,0.256307767,0,0.017751479,0.019047619,0,0,0,0,0,0,0,0,0,0
DCLRE1C,0,0,0,0,0,8848,0,0,0,0,0,0,0,0.437220923,0.300657414,0,0.037037037,0.042402827,0,0,0,0,0,0,0,0,0,0
DCN,4.181060184,0,0,0,1421,0,0,0,0,0,0,0,0.226271183,0,0,0,0.012589928,0.004823151,0,0,0,0,0,0,0,0,0,0
DCP1A,0,0,0,0,0,6667,0,0,9.209929367,0,7.317345144,8.502709281,0,0,0,0,0.017751479,0.011976048,0,0,0,0,0,0,0,0,0,0
DCP1B,0,0,0,0,7855,0,0,0,0,0,0,0,0.04531879,0,0,0,0.01986755,0.016451234,0,0,0,0,0,0,0,0,0,0
DCP2,0,0,0,0,0,7368,2,0,0,0,6.292367029,0,0.208175944,0,0,0,0.086956522,0.007559395,0,0,0,0,0,0,0,0,0,0
DCPS,0,0,0,0,3899,0,0,0,9.324245224,0,0,0,0,0.117538363,0,0,0.08,0.004482524,0,0,0,0,0,0,0,0,0,0
DCST1,0,0,0,0,0,1627,0,0,0,0,0,0,0,0.413093937,0,0,0.008474576,0.010963525,0,0,0,0,0,0,0,0,0,0
DCST2,0,0,0,0,1153,0,0,0,0,0,0,0,0,0,0,0,0.007580979,0.010963525,0,0,0,0,0,0,0,0,0,0
DCSTAMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304522502,0,0,0.025316456,0.004482524,0,0,0,0,0,0,0,0,0,0
DCT,0,0,0,0,0,443,0,0,0,0,0,0,0,0.370871713,0,0,0.014084507,0.004482524,0,0,0,0,0,0,0,0,0,0
DCTD,0,0,0,0,3624,0,0,0,0,0,0,0,0,0.280395516,0,0,0.015027322,0.004482524,0,0,0,0,0,0,0,0,0,0
DCTN1,0,0,0,0,0,3481,0,0,9.287294978,4.842710729,0,8.347034247,0,0.232141545,0,0,0.028571429,0.010963525,0,0,0,0,0,0,0,0,0,0
DCTN2,0,0,0,0,0,120,0,0,9.071768629,4.83669834,0,8.451630785,0.521826758,0,0,0,0.029069767,0.008645533,0,0,0,0,0,0,0,0,0,0
DCTN3,0,0,0,1,0,0,0,0,10.80500593,0,0,0,0,0.473411402,0,0,0.015267176,0.006972112,0,0,0,0,0,0,0,0,0,0
DCTN4,0,0,0,0,686,0,0,0,9.483854435,0,0,8.347034247,0,0.208014559,0,0,0.028571429,0.007559395,0,0,0,0,0,0,0,0,0,0
DCTN5,0,0,0,0,3325,0,0,0,0,0,0,0,0,0,0,0,0.0375,0.004482524,0,0,0,0,0,0,0,0,0,0
DCTN6,0,0,0,0,4115,0,0,0,0,0,0,0,0,0.467379655,0,0,0.05,0.01010101,0,0,0,0,0,0,0,0,0,0
DCTPP1,0,0,0,0,7870,0,0,0,9.904819813,5.035724723,0,8.347034247,0,0,0,0,0.1,0.004482524,0,0,0,0,0,0,0,0,0,0
DCUN1D1,0,0,0,0,0,1119,0,0,9.016643637,4.535003994,0,7.975352652,0,0,0,0,0.009944751,0.010963525,0,0,0,0,0,0,0,0,0,0
DCUN1D2,0,0,0,1,6787,0,0,0,0,0,0,0,0,0,0,0,0.009944751,0.00921659,0,0,0,0,0,0,0,0,0,0
DCUN1D3,0,0,0,0,0,1749,0,0,0,0,0,0,0,0,0,0,0.009944751,0.004482524,0,0,0,0,0,0,0,0,0,0
DCUN1D4,0,0,0,0,8087,0,0,0,0,0,0,0,0,0,0,0,0.007681366,0.016451234,0,0,0,0,0,0,0,0,0,0
DCUN1D5,0,0,0,0,0,3529,0,8.852764247,9.215097588,4.626682562,0,0,0,0,0,0,0.007681366,0.042402827,0,0,0,0,0,0,0,0,0,0
DCX,0,0,0,0,0,5878,0,0,0,0,0,0,0,0.382935205,0,5.2,0.010579065,0.004482524,0,0,0,0,0,0,0,0,0,0
DCXR,0,0,0,0,3100,0,0,0,9.36181933,4.842710729,0,0,0.027223551,0,0,0,0.01754386,0.004482524,0,0,0,0,0,0,0,0,0,0
DDA1,0,0,0,0,4934,0,0,8.852764247,0,0,6.942537121,0,0,0,0,0,0.010823812,0.051948052,0,0,0,0,0,0,0,0,0,0
DDAH1,0,0,0,0,0,2908,0,0,0,4.947114456,0,7.959705292,0.280556901,0,0,0,0.01039501,0.004482524,0,0,0,0,0,0,0,0,0,0
DDAH2,0,0,0,0,6922,0,0,0,0,0,0,0,0.431350561,0,0,0,0.008474576,0.004482524,0,0,0,0,0,0,0,0,0,0
DDB1,0,0,1,0,6930,0,0,10.65529875,4.933078352,1.807372809,0,7.651917012,0.865636303,0,0.515888934,0,0.028571429,0.03125,0,0,0,0,0,0,0,0,0,0
DDB2,0,0,0,0,0,4376,0,8.854544146,9.546423442,4.835264001,7.24957295,8.680752229,0.745001375,0,0.338138637,0,0.051724138,0.004482524,0,0,0,0,0,0,0,0,0,0
DDC,0,0,0,0,0,8466,0,0,0,0,0,0,0.039287044,0,0,0,0.014051522,0.004482524,0,0,0,0,0,0,0,0,0,0
DDHD1,0,0,0,0,5896,0,0,0,0,0,0,0,0,0.286427263,0,0,0.1,0.010963525,0,0,0,0,0,0,0,0,0,0
DDHD2,0,0,0,0,5121,0,0,0,0,0,0,0,0.087541015,0,0,0,0.0625,0.004482524,0,0,0,0,0,0,0,0,0,0
DDI1,0,0,0,0,3419,0,0,0,0,0,0,0,0,0.551824105,0,0,0.034482759,0.010963525,0,0,0,0,0,0,0,0,0,0
DDI2,0,0,0,0,0,3331,0,0,8.991387006,4.626904407,0,7.573011734,0,0,0,0,0.034482759,0.004482524,0,0,0,0,0,0,0,0,0,0
DDIAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022900763,0,0,0,0,0,0,0,0,0,0,0
DDIT3,7.12143311,0,0,0,5625,0,0,0,0,0,0,0,0,0.02103042,0,0,0.008576329,0.004482524,0,0,0,0,0,0,0,0,0,0
DDIT4,0,0,0,0,2006,0,0,0,10.01976368,5.057692487,0,9.064786095,0,0.370871713,0,0,0.009,0.005047319,0,0,0,0,0,0,0,0,0,0
DDIT4L,0,0,0,0,0,4744,0,0,0,0,0,0,0,0.238173291,0,0,0.028571429,0.00921659,0,0,0,0,0,0,0,0,0,0
DDN,0,0,0,0,1258,0,0,0,0,0,0,0,0.358969604,0,0,0,0.01010101,0.00921659,0,0,0,0,0,0,0,0,0,0
DDO,0,0,0,0,0,396,0,0,0,0,0,0,0,0.545792359,0,0,0.01039501,0.004482524,0,0,0,0,0,0,0,0,0,0
DDOST,0,0,0,0,7022,0,0,0,0,0,0,8.347034247,0,0.44325267,0,0,0.011299435,0.004482524,0,0,0,0,0,0,0,0,0,0
DDR1,0,0,0,0,0,2264,0,0,0,0,0,8.347034247,0,0.581982837,0,0,0.006967586,0.008403361,0,0,0,0,0,0,0,0,0,0
DDR2,0,0,0,0,5626,0,0,0,9.215097588,4.842710729,0,8.347034247,0.708810897,0,0,0,0.044444444,0.004823151,0,0,0,0,0,0,0,0,0,0
DDRGK1,0,0,0,0,0,5182,0,0,9.144820682,4.87542586,0,8.347034247,0,0,0,0,0.009009009,0.004482524,0,0,0,0,0,0,0,0,0,0
DDT,0,0,0,0,6830,0,0,0,9.29593798,4.712868359,0,0,0,0.370871713,0,0,0.016304348,0.004482524,0,0,0,0,0,0,0,0,0,0
DDTL,0,0,0,0,0,7529,0,0,0,0,0,0,0,0,0,0,0.016304348,0.004482524,0,0,0,0,0,0,0,0,0,0
DDX1,0,0,0,0,0,5337,0,8.236864963,8.717190746,4.782144722,0,8.1972687,0,0.352776473,0,0,0.018691589,0.00921659,0,0,0,0,0,0,0,0,0,0
DDX10,0,0,0,0,6335,0,0,8.852764247,0,0,6.38863973,0,0,0.201982813,0,0,0.047619048,0.004482524,0,0,0,0,0,0,0,0,0,0
DDX11,0,0,0,0,0,2694,0,0,9.10892577,4.324616766,0,8.347034247,0,0.075316138,0,0,0.058823529,0.012658228,0,0,0,0,0,0,0,0,0,0
DDX17,0,0,0,0,0,2218,2,7.899759055,9.285125163,4.842710729,0,8.879495814,0.015160058,0,0,0,0.018691589,0.007032349,0,0,0,0,0,0,0,0,0,0
DDX18,0,0,0,0,5382,0,0,8.571614376,9.215097588,4.842710729,0,8.544034817,0.202144197,0,0,0,0.047619048,0.004823151,0,0,0,0,0,0,0,0,0,0
DDX19A,0,0,0,0,4830,0,0,0,0,0,0,0,0,0,0,0,0.018691589,0.00921659,0,0,0,0,0,0,0,0,0,0
DDX19B,0,0,0,0,7035,0,0,8.692561159,0,0,0,0,0,0,0,0,0.018691589,0.029810298,0,0,0,0,0,0,0,0,0,0
DDX20,0,0,0,0,0,6048,0,8.726883351,9.332124425,4.538966986,7.759864474,8.014702875,0,0.551824105,0,0,0.166666667,0.010963525,0,0,0,0,0,0,0,0,0,0
DDX21,0,0,0,0,1176,0,0,9.95624063,9.063650819,4.842710729,6.047893411,8.85239949,0,0.226109798,0,0,0.018691589,0.004482524,0,0,0,0,0,0,0,0,0,0
DDX23,0,0,0,0,8514,0,0,9.171407512,9.361396516,0,0,8.58697262,0,0.600078076,0,0,0.047619048,0.004823151,0,0,0,0,0,0,0,0,0,0
DDX24,0,0,0,0,3310,0,2,8.269010009,9.082848975,0,6.619074826,8.885833792,0,0.461347909,0,0,0.056910569,0.022222222,0,0,0,0,0,0,0,0,0,0
DDX25,0,0,0,0,2738,0,0,0,0,0,0,0,0,0.388966952,0,0,0.021052632,0.010963525,0,0,0,0,0,0,0,0,0,0
DDX26B,0,0,0,0,0,3646,0,0,0,0,0,0,0,0,0,0,0.010579065,0.015205725,0,0,0,0,0,0,0,0,0,0
DDX27,0,0,0,0,78,0,0,8.766663548,0,0,0,0,0,0.195951066,0,0,0.018691589,0.019047619,0,0,0,0,0,0,0,0,0,0
DDX28,0,0,0,0,0,6648,0,0,0,0,0,0,0,0.449284416,0,0,0.08,0.019047619,0,0,0,0,0,0,0,0,0,0
DDX31,0,0,0,0,6159,0,0,9.000535631,0,0,0,8.347034247,0,0.093411377,0,0,0.018691589,0.005747126,0,0,0,0,0,0,0,0,0,0
DDX39A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0.051948052,0,0,0,0,0,0,0,0,0,0
DDX39B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0.007032349,0,0,0,0,0,0,0,0,0,0
DDX3X,0,0,0,0,8686,0,0,9.976509681,9.333675345,4.605977359,0,7.824311817,0,0.10547487,0,0,0.018691589,0.019047619,0,0,0,0,0,0,0,0,0,0
DDX3Y,0,0,0,0,0,1273,0,0,0,0,0,0,0,0.388966952,0,0,0.018691589,0.004482524,0,0,0,0,0,0,0,0,0,0
DDX4,0,0,0,0,3146,0,0,0,0,0,0,0,0,0.008966927,0,0,0.018691589,0.010963525,0,0,0,0,0,0,0,0,0,0
DDX41,0,0,0,0,8144,0,0,8.852764247,9.005013988,0,6.446015244,8.106608903,1.728176041,0,0,0,0.018691589,0.012658228,0,0,0,0,0,0,0,0,0,0
DDX42,0,0,0,0,4,0,0,8.559225076,8.491104945,0,7.042673249,8.332697152,0.805318839,0,0,0,0.018691589,0.008810573,0,0,0,0,0,0,0,0,0,0
DDX43,0,0,0,0,878,0,0,0,0,0,0,0,0,0.44325267,0,0,0.018691589,0.016451234,0,0,0,0,0,0,0,0,0,0
DDX46,0,0,0,0,3365,0,0,8.440929484,9.503467072,0,6.636538418,8.703644611,0.165953719,0,0,0,0.047619048,0.005747126,0,0,0,0,0,0,0,0,0,0
DDX47,0,0,0,0,0,8301,0,9.020766078,7.804325694,4.493508534,7.112546478,8.365488936,0.105636255,0,0,0,0.018691589,0.011976048,0,0,0,2.73,0,0,0,0,0,0
DDX49,0,0,0,0,3356,0,0,8.825760603,9.435864775,4.708203205,0,0,0.763096614,0,0,0,0.022058824,0.007194245,0,0,0,0,0,0,0,0,0,0
DDX5,0,0,0,0,6097,0,0,8.436794707,8.916396832,4.743830922,0,8.594339544,0,0.461347909,0,0,0.018691589,0.007559395,0,0,0,0,0,0,0,0,0,0
DDX50,0,0,0,0,0,5212,0,8.64449723,0,0,0,0,0,0.298490755,0,0,0.018691589,0.006329114,0,0,0,0,0,0,0,0,0,0
DDX51,0,0,0,0,69,0,0,8.852764247,0,0,6.606549387,8.347034247,0.003096565,0,0,0,0.018867925,0.030769231,0,0,0,0,0,0,0,0,0,0
DDX52,0,0,0,0,0,5142,2,9.773380874,0,0,0,8.347034247,0,0.201982813,0,0,0.029069767,0.004482524,0,0,0,0,0,0,0,0,0,0
DDX53,0,0,0,0,0,8570,0,0,0,0,0,0,0,0.153728841,0,0,0.018691589,0.010963525,0,0,0,0,0,0,0,0,0,0
DDX54,0,0,0,0,3017,0,0,8.53493339,9.072011855,0,7.060279686,8.347034247,0.322779126,0,0,0,0.047619048,0.005047319,0,0,0,0,0,0,0,0,0,0
DDX55,0,0,0,0,4331,0,0,8.534938576,0,0,7.213369968,0,0.226271183,0,0,0,0.018691589,0.015205725,0,0,0,0,0,0,0,0,0,0
DDX56,0,0,0,0,7739,0,2,9.773745819,9.188860042,0,0,8.89964876,0,0.220078052,0,0,0.047619048,0.026315789,0,0,0,0,0,0,0,0,0,0
DDX58,0,0,0,0,0,6757,0,0,0,0,0,0,0,0.334681234,0,0,0.017241379,0.015205725,0,0,0,0,0,0,0,0,0,0
DDX59,0,0,0,0,45,0,0,0,9.51735454,4.767144561,0,8.347034247,0,0,0,0,0.018691589,0.029478458,0,0,0,0,0,0,0,0,0,0
DDX6,0,0,0,0,0,6937,2,8.589316136,9.253957665,0,0,8.592152818,0,0.497538387,0,0,0.047058824,0.007559395,0,0,0,0,0,0,0,0,0,0
DDX60,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0.166666667,0.010204082,0,0,0,0,0,0,0,0,0,0
DDX60L,0,0,0,0,0,0,0,0,9.193463369,4.82248079,0,8.198178491,0,0,0,0,0.166666667,0.007559395,0,0,0,0,0,0,0,0,0,0
DEAF1,0,0,0,0,5470,0,0,0,0,0,0,0,0,0.159760588,0,0,0.015027322,0.004482524,0,0,0,0,0,0,0,0,0,0
1-Dec,0,0,0,0,0,4377,0,0,0,0,0,0,0,0,0,0,0.005588905,0.010963525,0,0,0,0,0,0,0,0,0,0
DECR1,0,0,0,0,2084,0,0,0,0,0,0,0,0,0.316585995,0,0,0.012561061,0.004482524,0,0,0,0,0,0,0,0,0,0
DECR2,0,0,0,0,0,3175,0,8.748651122,0,0,0,8.347034247,0.268493408,0,0,0,0.012561061,0.004482524,0,0,0,0,0,0,0,0,0,0
DEDD,0,0,0,0,0,8676,0,0,0,0,0,8.960620817,1.161191878,0,0,0,0.037037037,0.029810298,0,0,0,0,0,0,0,0,0,0
DEDD2,0,0,0,0,0,2249,0,0,0,0,0,0,0.328810872,0,0,0,0.018018018,0.0078125,0,0,0,0,0,0,0,0,0,0
DEF6,0,0,0,0,0,7820,0,0,0,0,0,0,0,0.485474894,0,0,0.038961039,0.015205725,0,0,0,0,0,0,0,0,0,0
DEF8,0,0,0,0,791,0,0,0,0,4.831717217,0,0,0,0,0,0,0.04,0.015205725,0,0,0,0,0,0,0,0,0,0
DEFA1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008373206,0.007559395,0,0,0,0,0,0,0,0,0,0
DEFA3,0,0,0,0,3329,0,0,0,0,0,0,0,0.123731494,0,0,0,0.008373206,0.007559395,0,0,0,0,0,0,0,0,0,0
DEFA4,0,0,0,0,880,0,0,0,0,0,0,0,0,0.117538363,0,0,0.008373206,0.0078125,0,0,0,0,0,0,0,0,0,0
DEFA5,0,0,0,0,7651,0,0,0,0,0,0,0,0,0.449284416,0,0,0.008373206,0.004482524,0,0,0,0,0,0,0,0,0,0
DEFA6,0,0,0,0,0,1648,0,0,0,0,0,0,0,0.437220923,0,0,0.008373206,0.004482524,0,0,0,0,0,0,0,0,0,0
DEFB1,0,0,0,0,6141,0,0,0,0,0,0,0,0,0.34071298,0,0,0.006711409,0.004482524,0,0,0,0,0,0,0,0,0,0
DEFB103B,0,0,0,0,3059,0,0,0,0,0,0,0,0,0,0,0,0.009569378,0.041666667,0,0,0,0,0,0,0,0,0,0
DEFB104A,0,0,0,0,6401,0,0,0,0,0,0,0,0,0,0,0,0.006711409,0.028571429,0,0,0,0,0,0,0,0,0,0
DEFB105B,0,0,0,0,6866,0,0,0,0,0,0,0,0,0,0,0,0.006711409,0,0,0,0,0,0,0,0,0,0,0
DEFB106B,0,0,0,0,1157,0,0,0,0,0,0,0,0,0,0,0,0.006711409,0,0,0,0,0,0,0,0,0,0,0
DEFB107B,0,0,0,0,0,6932,0,0,0,0,0,0,0,0,0,0,0.006711409,0,0,0,0,0,0,0,0,0,0,0
DEFB108B,0,0,0,0,0,3095,0,0,0,0,0,0,0,0,0,0,0.006711409,0,0,0,0,0,0,0,0,0,0,0
DEFB110,0,0,0,0,0,8394,0,0,0,0,0,0,0,0,0,0,0.006726457,0,0,0,0,0,0,0,0,0,0,0
DEFB112,0,0,0,0,6478,0,0,0,0,0,0,0,0,0,0,0,0.005588905,0,0,0,0,0,0,0,0,0,0,0
DEFB113,0,0,0,0,0,8625,0,0,0,0,0,0,0,0,0,0,0.006711409,0,0,0,0,0,0,0,0,0,0,0
DEFB114,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0.035928144,0,0,0,0,0,0,0,0,0,0,0
DEFB115,0,0,0,0,0,8840,0,0,0,0,0,0,0,0,0,0,0.005588905,0,0,0,0,0,0,0,0,0,0,0
DEFB116,0,0,0,0,0,7435,0,0,0,0,0,0,0,0,0,0,0.005588905,0,0,0,0,0,0,0,0,0,0,0
DEFB118,0,0,0,0,7248,0,0,0,0,0,0,0,0,0.171824081,0,0,0.007462687,0,0,0,0,0,0,0,0,0,0,0
DEFB119,0,0,0,0,0,1398,0,0,0,0,0,0,0,0.135633602,0,0,0.005588905,0.016451234,0,0,0,0,0,0,0,0,0,0
DEFB121,0,0,0,0,2067,0,0,0,0,0,0,0,0,0,0,0,0.006711409,0.010963525,0,0,0,0,0,0,0,0,0,0
DEFB123,0,0,0,0,0,2697,0,0,0,0,0,0,0,0.42515743,0,0,0.009708738,0.016451234,0,0,0,0,0,0,0,0,0,0
DEFB124,0,0,0,0,0,5536,0,0,0,0,0,0,0,0,0,0,0.006329114,0.005319149,0,0,0,0,0,0,0,0,0,0
DEFB125,0,0,0,0,0,4135,0,0,0,0,0,0,0,0.473411402,0,0,0.006711409,0,0,0,0,0,0,0,0,0,0,0
DEFB126,0,0,0,0,0,5128,0,0,0,0,0,0,0.931985514,0,0,0,0.005588905,0.004482524,0,0,0,0,0,0,0,0,0,0
DEFB127,0,0,0,0,3472,0,0,0,0,0,0,0,0,0.183887574,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0
DEFB128,0,0,0,0,907,0,0,0,0,0,0,0,0,0,0,0,0.009511731,0,0,0,0,0,0,0,0,0,0,0
DEFB129,0,0,0,0,3732,0,0,0,0,0,0,0,0,0.376903459,0,0,0.008576329,0,0,0,0,0,0,0,0,0,0,0
DEFB131,0,0,0,0,0,1113,0,0,0,0,0,0,0,0,0,0,0.006711409,0.004482524,0,0,0,0,0,0,0,0,0,0
DEFB132,0,0,0,0,3488,0,0,0,0,0,0,0,0,0,0,0,0.005588905,0.004482524,0,0,0,0,0,0,0,0,0,0
DEFB133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008373206,0,0,0,0,0,0,0,0,0,0,0
DEFB134,0,0,0,0,1276,0,0,0,0,0,0,0,0,0,0,0,0.006711409,0.010963525,0,0,0,0,0,0,0,0,0,0
DEFB135,0,0,0,0,0,4411,0,0,0,0,0,0,0,0,0,0,0.006711409,0.010963525,0,0,0,0,0,0,0,0,0,0
DEFB136,0,0,0,0,0,671,0,0,0,0,0,0,0,0,0,0,0.006711409,0,0,0,0,0,0,0,0,0,0,0
DEFB4A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005588905,0.004482524,0,0,0,0,0,0,0,0,0,0
DEGS1,0,0,0,0,0,516,0,0,9.615833453,4.919217468,0,8.788939437,0,0,0,0,0.022058824,0.004482524,0,0,0,0,0,0,0,0,0,0
DEGS2,0,0,0,0,0,4628,0,0,0,0,0,0,0,0,0,0,0.022058824,0.004482524,0,0,0,0,0,0,0,0,0,0
DEK,0,0,0,0,3227,0,0,11.58888413,9.378458016,0,7.449077485,8.582926882,0,0.147697095,0,0,0.05,0.042402827,0,0,0,0,0,0,0,0,0,0
DENND1A,0,0,0,0,0,6289,0,0,0,0,0,0,0,0,0,0,0.086956522,0.004482524,0,0,0,0,0,0,0,0,0,0
DENND1B,0,0,0,0,0,5253,0,0,0,0,0,0,0,0,0,0,0.086956522,0.004482524,0,0,0,0,0,0,0,0,0,0
DENND1C,0,0,0,0,5286,0,0,0,0,0,0,0,0,0,0,0,0.086956522,0.011363636,0,0,0,0,0,0,0,0,0,0
DENND2A,0,0,0,0,0,8989,0,0,0,0,0,0,0,0,0,0,0.086956522,0.004823151,0,0,0,0,0,0,0,0,0,0
DENND2C,0,0,0,0,0,1868,0,0,0,0,0,0,0,0,0,0,0.086956522,0.00921659,0,0,0,0,0,0,0,0,0,0
DENND2D,0,0,0,0,2528,0,0,0,0,0,0,0,0,0,0,0,0.086956522,0.015205725,0,0,0,0,0,0,0,0,0,0
DENND3,0,0,0,0,5655,0,0,0,0,0,0,0,0,0,0,0,0.041958042,0.012658228,0,0,0,0,0,0,0,0,0,0
DENND4A,0,0,0,0,0,8144,0,0,9.200129028,0,0,8.031764249,0,0,0,0,0.285714286,0.007559395,0,0,0,0,0,0,0,0,0,0
